UPRN_ID
100060717394
100060717393
100060717390
100060717398
100060717400
100060717403
100060717407
100060717408
100060717409
100060717410
100060717413
100060717417
100060679860
100062507653
100060723658
100060680654
100060721917
100060738995
100060696856
100060696854
100060701273
100060701238
10090584140
10024438683
10090585007
100060712602
100060712600
100060712651
100060712645
100060712643
100060712641
10001318380
100060712558
100060712560
100060712564
100060712568
100060712570
100060712534
10024440860
